system_index,Class,ClassId,EFG,efg_id,lat,lon,point_id,F_geo
00000000000000000025_0,intact,0,AridThicket,1,-33.1977354,25.4666544,AridThicket_25.466654_-33.197735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.466654399853756,-33.19773539804318]}"
00000000000000000026_0,intact,0,AridThicket,1,-33.20213714,25.37870933,AridThicket_25.378709_-33.202137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.378709333538456,-33.20213714293537]}"
00000000000000000027_0,intact,0,AridThicket,1,-33.22342721,25.22743304,AridThicket_25.227433_-33.223427,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.227433039692727,-33.223427215169]}"
00000000000000000028_0,intact,0,AridThicket,1,-33.21713901,25.3056763,AridThicket_25.305676_-33.217139,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.30567630093954,-33.21713900818016]}"
00000000000000000029_0,intact,0,AridThicket,1,-33.16530622,25.3173544,AridThicket_25.317354_-33.165306,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.317354399633093,-33.16530621628647]}"
0000000000000000002a_0,intact,0,AridThicket,1,-33.1575807,25.28869814,AridThicket_25.288698_-33.157581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.28869814206968,-33.15758070484304]}"
0000000000000000002b_0,intact,0,AridThicket,1,-33.14392631,25.26498262,AridThicket_25.264983_-33.143926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.264982618568922,-33.14392631252442]}"
0000000000000000002c_0,intact,0,AridThicket,1,-33.14716025,25.30154405,AridThicket_25.301544_-33.147160,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.30154405063259,-33.147160247547255]}"
0000000000000000002d_0,intact,0,AridThicket,1,-33.17527752,25.32067817,AridThicket_25.320678_-33.175278,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.320678166184333,-33.175277515940195]}"
0000000000000000002e_0,intact,0,AridThicket,1,-33.16377908,25.33837498,AridThicket_25.338375_-33.163779,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.33837497728149,-33.16377908030346]}"
0000000000000000002f_0,intact,0,AridThicket,1,-33.18273353,25.37574489,AridThicket_25.375745_-33.182734,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.375744893100862,-33.18273353279839]}"
00000000000000000030_0,intact,0,AridThicket,1,-32.99076356,25.0982553,AridThicket_25.098255_-32.990764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.09825530183634,-32.990763556582046]}"
00000000000000000031_0,intact,0,AridThicket,1,-32.98582282,25.09502137,AridThicket_25.095021_-32.985823,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.095021366813512,-32.98582282251939]}"
00000000000000000032_0,intact,0,AridThicket,1,-33.02471987,25.18880548,AridThicket_25.188805_-33.024720,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.188805482475587,-33.02471987432176]}"
00000000000000000033_0,intact,0,AridThicket,1,-33.02606735,25.21207185,AridThicket_25.212072_-33.026067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.212071848334283,-33.02606734724794]}"
00000000000000000034_0,intact,0,AridThicket,1,-32.83724147,24.73398845,AridThicket_24.733988_-32.837241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.733988454125875,-32.83724147452602]}"
00000000000000000035_0,intact,0,AridThicket,1,-32.85089587,24.69158797,AridThicket_24.691588_-32.850896,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.691587972715432,-32.85089586684464]}"
00000000000000000036_0,intact,0,ValleyThicket,2,-33.13215838,26.09646325,ValleyThicket_26.096463_-33.132158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.096463245549952,-33.13215838230246]}"
00000000000000000037_0,intact,0,ValleyThicket,2,-33.14572294,26.24037335,ValleyThicket_26.240373_-33.145723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.240373354065902,-33.145722943092665]}"
00000000000000000038_0,intact,0,AridThicket,1,-33.17599617,26.50402889,AridThicket_26.504029_-33.175996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.50402888995498,-33.17599616816749]}"
00000000000000000039_0,intact,0,ValleyThicket,2,-33.20123883,26.4618979,ValleyThicket_26.461898_-33.201239,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.461897903129774,-33.201238827651245]}"
0000000000000000003a_0,intact,0,AridThicket,1,-33.23133239,26.76436066,AridThicket_26.764361_-33.231332,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.764360659292816,-33.231332389669255]}"
0000000000000000003c_0,intact,0,AridThicket,1,-33.48250134,25.2278822,AridThicket_25.227882_-33.482501,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.227882197334786,-33.48250134310907]}"
0000000000000000003d_0,intact,0,ValleyThicket,2,-33.55095297,25.30810175,ValleyThicket_25.308102_-33.550953,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.30810175220666,-33.55095296775898]}"
0000000000000000003e_0,intact,0,ValleyThicket,2,-33.55122246,25.30648479,ValleyThicket_25.306485_-33.551222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.306484784695247,-33.551222462344214]}"
0000000000000000003f_0,intact,0,AridThicket,1,-33.5524801,25.1862902,AridThicket_25.186290_-33.552480,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.186290199680055,-33.55248010374198]}"
00000000000000000040_0,intact,0,AridThicket,1,-33.53702908,24.94832648,AridThicket_24.948326_-33.537029,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.948326480916794,-33.53702908085513]}"
00000000000000000041_0,intact,0,AridThicket,1,-33.27517018,24.40852883,AridThicket_24.408529_-33.275170,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.408528826689373,-33.275170175534285]}"
00000000000000000042_0,intact,0,AridThicket,1,-33.26501921,24.08522516,AridThicket_24.085225_-33.265019,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.085225155934758,-33.26501921282373]}"
00000000000000000048_0,intact,0,ValleyThicket,2,-33.58472962,24.0280923,ValleyThicket_24.028092_-33.584730,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.028092303864753,-33.58472962244187]}"
00000000000000000049_0,intact,0,ValleyThicket,2,-33.58706524,24.14244784,ValleyThicket_24.142448_-33.587065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.14244783953317,-33.587065242180586]}"
0000000000000000004a_0,intact,0,AridThicket,1,-33.55230044,23.94931005,AridThicket_23.949310_-33.552300,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.949310053447473,-33.55230044068516]}"
0000000000000000004b_0,intact,0,ValleyThicket,2,-33.57134472,25.3851772,ValleyThicket_25.385177_-33.571345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.385177203584117,-33.57134472470849]}"
0000000000000000004c_0,intact,0,ValleyThicket,2,-33.13377535,26.22231722,ValleyThicket_26.222317_-33.133775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.2223172168551,-33.133775349813874]}"
0000000000000000004d_0,intact,0,AridThicket,1,-33.13332619,24.21395374,AridThicket_24.213954_-33.133326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.213953736149083,-33.133326192171815]}"
0000000000000000004e_0,intact,0,ValleyThicket,2,-33.56667348,25.77405789,ValleyThicket_25.774058_-33.566673,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.774057890079458,-33.56667348523107]}"
0000000000000000004f_0,intact,0,AridThicket,1,-33.48573528,25.04938695,AridThicket_25.049387_-33.485735,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.04938695038024,-33.4857352781319]}"
00000000000000000050_0,intact,0,AridThicket,1,-33.45510273,25.02037137,AridThicket_25.020371_-33.455103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.020371366703177,-33.45510272694342]}"
00000000000000000051_0,intact,0,AridThicket,1,-33.44953317,25.00276439,AridThicket_25.002764_-33.449533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.002764387134434,-33.44953317218189]}"
00000000000000000052_0,intact,0,AridThicket,1,-33.47100291,25.24045861,AridThicket_25.240459_-33.471003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.240458611312462,-33.47100290747234]}"
00000000000000000053_0,intact,0,AridThicket,1,-33.45438407,25.34681914,AridThicket_25.346819_-33.454384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.346819140952213,-33.45438407471613]}"
00000000000000000054_0,intact,0,ValleyThicket,2,-33.4815132,25.39380103,ValleyThicket_25.393801_-33.481513,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.393801030311664,-33.48151319629654]}"
00000000000000000055_0,intact,0,ValleyThicket,2,-33.52050008,25.37188214,ValleyThicket_25.371882_-33.520500,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.371882137379146,-33.520500079627325]}"
00000000000000000056_0,intact,0,ValleyThicket,2,-33.52588997,25.37996698,ValleyThicket_25.379967_-33.525890,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.379966974936224,-33.52588997133204]}"
00000000000000000057_0,intact,0,ValleyThicket,2,-33.51340339,25.41554026,ValleyThicket_25.415540_-33.513403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.415540260187356,-33.51340338888278]}"
00000000000000000058_0,intact,0,AridThicket,1,-32.87110796,24.59474959,AridThicket_24.594750_-32.871108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.59474958508735,-32.871107960737326]}"
00000000000000000059_0,intact,0,AridThicket,1,-32.94243419,24.70928478,AridThicket_24.709285_-32.942434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.70928478381259,-32.94243419429642]}"
0000000000000000005a_0,intact,0,AridThicket,1,-32.93695447,24.77207702,AridThicket_24.772077_-32.936954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.772077022172542,-32.93695447106329]}"
0000000000000000005c_0,intact,0,ValleyThicket,2,-33.25352078,25.4467118,ValleyThicket_25.446712_-33.253521,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.446711800546304,-33.253520777187006]}"
0000000000000000005d_0,intact,0,AridThicket,1,-33.20366428,25.40116722,AridThicket_25.401167_-33.203664,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.401167215641443,-33.203664278918374]}"
0000000000000000005e_0,intact,0,AridThicket,1,-33.18228437,25.43736932,AridThicket_25.437369_-33.182284,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.43736932159146,-33.18228437515633]}"
0000000000000000005f_0,intact,0,AridThicket,1,-33.08921891,24.4529056,AridThicket_24.452906_-33.089219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.452905601724876,-33.089218911721545]}"
00000000000000000060_0,intact,0,AridThicket,1,-33.06352709,24.49656373,AridThicket_24.496564_-33.063527,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.496563724533086,-33.06352709459573]}"
00000000000000000061_0,intact,0,AridThicket,1,-33.10853269,24.53707774,AridThicket_24.537078_-33.108533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.537077743846876,-33.108532690330115]}"
00000000000000000062_0,intact,0,AridThicket,1,-33.14491446,24.50860115,AridThicket_24.508601_-33.144914,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.508601149340286,-33.14491445933695]}"
00000000000000000063_0,intact,0,AridThicket,1,-33.13296687,24.50860115,AridThicket_24.508601_-33.132967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.508601149340286,-33.13296686605816]}"
00000000000000000064_0,intact,0,AridThicket,1,-33.1293736,24.52234537,AridThicket_24.522345_-33.129374,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.522345373187317,-33.12937360492169]}"
00000000000000000065_0,intact,0,AridThicket,1,-33.14976536,24.53132853,AridThicket_24.531329_-33.149765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.53132852602851,-33.1497653618712]}"
00000000000000000067_0,intact,0,AridThicket,1,-33.16638419,24.47877708,AridThicket_24.478777_-33.166384,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.47877708190752,-33.16638419462741]}"
00000000000000000068_0,intact,0,AridThicket,1,-33.17824196,24.54938466,AridThicket_24.549385_-33.178242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.549384663239312,-33.17824195637779]}"
00000000000000000069_0,intact,0,AridThicket,1,-33.20555074,24.50258244,AridThicket_24.502582_-33.205551,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.502582436936684,-33.205550741015024]}"
0000000000000000006a_0,intact,0,AridThicket,1,-33.19054888,24.59016818,AridThicket_24.590168_-33.190549,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.590168177138338,-33.190548875770226]}"
0000000000000000006b_0,intact,0,AridThicket,1,-33.1943218,24.65960795,AridThicket_24.659608_-33.194322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.65960794860078,-33.194321799963525]}"
0000000000000000006c_0,intact,0,AridThicket,1,-33.03343353,24.55549321,AridThicket_24.555493_-33.033434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.555493207171327,-33.033433532577725]}"
0000000000000000006d_0,intact,0,AridThicket,1,-32.98043293,24.4813822,AridThicket_24.481382_-32.980433,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.481382196231465,-32.98043293081467]}"
0000000000000000006e_0,intact,0,AridThicket,1,-33.15749087,26.63599141,AridThicket_26.635991_-33.157491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.635991405192136,-33.15749087331463]}"
0000000000000000006f_0,intact,0,AridThicket,1,-33.14671109,26.65000512,AridThicket_26.650005_-33.146711,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.650005123624403,-33.146711089905196]}"
00000000000000000070_0,intact,0,AridThicket,1,-33.16332992,26.52954104,AridThicket_26.529541_-33.163330,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.529541044023976,-33.163329922661404]}"
00000000000000000071_0,intact,0,AridThicket,1,-33.1413212,26.31098094,AridThicket_26.310981_-33.141321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.310980935397694,-33.14132119820048]}"
00000000000000000072_0,intact,0,AridThicket,1,-33.22854761,26.84907179,AridThicket_26.849072_-33.228548,"{""geodesic"":false,""type"":""Point"",""coordinates"":[26.84907179058529,-33.22854761228848]}"
00000000000000000073_0,intact,0,AridThicket,1,-33.04924388,25.31106619,AridThicket_25.311066_-33.049244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.311066192644255,-33.04924388157823]}"
00000000000000000074_0,intact,0,ValleyThicket,2,-33.59029918,25.58846595,ValleyThicket_25.588466_-33.590299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.588465952380364,-33.59029917720341]}"
00000000000000000076_0,intact,0,AridThicket,1,-33.1194023,23.49673881,AridThicket_23.496739_-33.119402,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.496738813308056,-33.11940230526796]}"
00000000000000000077_0,intact,0,ValleyThicket,2,-33.18021825,23.43610253,ValleyThicket_23.436103_-33.180218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.43610253162999,-33.18021825000285]}"
00000000000000000079_0,intact,0,ValleyThicket,2,-33.18102673,23.41975319,ValleyThicket_23.419753_-33.181027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.419753193459016,-33.18102673375856]}"
0000000000000000007a_0,intact,0,ValleyThicket,2,-33.20447276,23.35606264,ValleyThicket_23.356063_-33.204473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.35606263981494,-33.20447276267408]}"
0000000000000000007b_0,intact,0,ValleyThicket,2,-33.21408474,23.2983908,ValleyThicket_23.298391_-33.214085,"{""geodesic"":false,""type"":""Point"",""coordinates"":[23.298390798574466,-33.214084736214154]}"
0000000000000000007c_0,intact,0,AridThicket,1,-33.27615832,22.97850073,AridThicket_22.978501_-33.276158,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.978500725899504,-33.27615832234682]}"
0000000000000000007d_0,intact,0,AridThicket,1,-33.30122132,22.89217263,AridThicket_22.892173_-33.301221,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.89217262709562,-33.30122131877375]}"
0000000000000000007e_0,intact,0,AridThicket,1,-33.29870604,22.75661685,AridThicket_22.756617_-33.298706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[22.756616850721983,-33.29870603597821]}"
0000000000000000007f_0,intact,0,AridThicket,1,-33.54897667,25.0156103,AridThicket_25.015610_-33.548977,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.015610295697346,-33.54897667413392]}"
00000000000000000080_0,intact,0,AridThicket,1,-33.549336,25.03645121,AridThicket_25.036451_-33.549336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.036451210288917,-33.549336000247564]}"
00000000000000000081_0,intact,0,ValleyThicket,2,-33.28397366,25.24728581,ValleyThicket_25.247286_-33.283974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.24728580747177,-33.283973665318655]}"
00000000000000000082_0,intact,0,ValleyThicket,2,-33.39967667,25.28860831,ValleyThicket_25.288608_-33.399677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.288608310541267,-33.39967667391325]}"
00000000000000000083_0,intact,0,ValleyThicket,2,-33.32430802,25.21871938,ValleyThicket_25.218719_-33.324308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.218719381436767,-33.324308021575625]}"
00000000000000000084_0,intact,0,ValleyThicket,2,-33.21866614,25.51282781,ValleyThicket_25.512828_-33.218666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.5128278054575,-33.218666144163166]}"
00000000000000000085_0,intact,0,AridThicket,1,-32.27696223,24.53303533,AridThicket_24.533035_-32.276962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.533035325068337,-32.276962231820676]}"
00000000000000000086_0,intact,0,AridThicket,1,-32.30624731,24.61846511,AridThicket_24.618465_-32.306247,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.618465108588104,-32.306247310082966]}"
00000000000000000087_0,intact,0,AridThicket,1,-33.00019587,25.37053466,AridThicket_25.370535_-33.000196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.37053466445297,-33.0001958670653]}"
00000000000000000088_0,intact,0,AridThicket,1,-33.0085502,25.22267197,AridThicket_25.222672_-33.008550,"{""geodesic"":false,""type"":""Point"",""coordinates"":[25.222671968686893,-33.00855019920761]}"
00000000000000000089_0,intact,0,AridThicket,1,-33.00846037,24.74458857,AridThicket_24.744589_-33.008460,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.744588574478485,-33.0084603676792]}"
0000000000000000008a_0,intact,0,AridThicket,1,-32.99058389,24.77135837,AridThicket_24.771358_-32.990584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.771358369945247,-32.99058389352522]}"
0000000000000000008b_0,intact,0,AridThicket,1,-33.04430315,24.77567028,AridThicket_24.775670_-33.044303,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.77567028330902,-33.04430314751557]}"
0000000000000000008c_0,intact,0,AridThicket,1,-33.0549931,24.7614769,AridThicket_24.761477_-33.054993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.761476901819933,-33.05499309939659]}"
0000000000000000008d_0,intact,0,AridThicket,1,-33.1857878,24.6352636,AridThicket_24.635264_-33.185788,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.63526360440114,-33.185787804764395]}"
0000000000000000008e_0,intact,0,AridThicket,1,-33.2025863,24.70057113,AridThicket_24.700571_-33.202586,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.70057112555663,-33.20258630057743]}"
0000000000000000008f_0,intact,0,AridThicket,1,-33.2157017,24.74126481,AridThicket_24.741265_-33.215702,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.741264807927244,-33.21570170372557]}"
00000000000000000090_0,intact,0,AridThicket,1,-33.2208221,24.79237895,AridThicket_24.792379_-33.220822,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.792378947593644,-33.220822100845055]}"
00000000000000000091_0,intact,0,AridThicket,1,-33.22818829,24.79210945,AridThicket_24.792109_-33.228188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.792109453008408,-33.228188286174834]}"
00000000000000000092_0,intact,0,AridThicket,1,-33.23663245,24.83019802,AridThicket_24.830198_-33.236632,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.830198021055075,-33.23663244984556]}"
00000000000000000093_0,intact,0,AridThicket,1,-33.24345965,24.85373388,AridThicket_24.853734_-33.243460,"{""geodesic"":false,""type"":""Point"",""coordinates"":[24.853733881499007,-33.243459646004865]}"
